title,release_year,release_month,month_name,budget_musd,revenue_musd,predicted_revenue_musd,hit_probability_pct,risk_score,is_hit,is_flop,predicted_is_hit,is_major_studio,is_indie,studio_type,primary_genre,has_franchise,has_superhero,has_imax,director_median_revenue_musd
District 9,2009,8,August,30.0,210.82,124.56,94.9,0.0,1,0.0,1,1,0,Major Studio,Other,0,0,0,195.27
The Godfather: Part II,1974,12,December,13.0,47.54,87.44,51.6,40.0,0,0.0,1,1,0,Major Studio,Other,0,0,0,93.17
Braveheart,1995,5,May,72.0,210.0,433.54,97.2,25.0,1,0.0,1,0,0,Mid-size Studio,Action,0,0,0,366.04
Tangled,2010,11,November,260.0,591.79,668.46,98.0,0.0,1,0.0,1,1,0,Major Studio,Animation,1,0,0,51.75
22 Jump Street,2014,6,June,50.0,188.44,232.17,95.9,0.0,1,0.0,1,1,0,Major Studio,Action,1,0,0,304.58
American Beauty,1999,9,September,15.0,356.3,139.38,89.3,60.0,1,0.0,1,0,0,Mid-size Studio,Other,0,0,0,392.88
The Theory of Everything,2014,11,November,15.0,123.73,109.58,80.7,40.0,1,0.0,1,0,0,Mid-size Studio,Other,0,0,0,2.96
Amélie,2001,4,April,10.0,173.92,141.39,87.9,15.0,1,0.0,1,0,0,Mid-size Studio,Comedy,0,0,0,61.83
Transformers: Dark of the Moon,2011,6,June,195.0,1123.75,675.54,98.3,0.0,1,0.0,1,1,0,Major Studio,Action,1,0,0,428.07
The Curious Case of Benjamin Button,2008,11,November,150.0,333.93,470.26,98.0,25.0,1,0.0,1,1,0,Major Studio,Other,0,0,0,200.6
E.T. the Extra-Terrestrial,1982,4,April,10.5,792.91,304.97,91.1,15.0,1,0.0,1,1,0,Major Studio,Other,0,0,0,321.33
Independence Day,1996,6,June,75.0,816.97,590.69,98.1,0.0,1,0.0,1,1,0,Major Studio,Action,0,0,0,305.69
Fifty Shades of Grey,2015,2,February,40.0,571.01,251.41,93.5,25.0,1,0.0,1,0,0,Mid-size Studio,Other,0,0,0,51.75
The Usual Suspects,1995,7,July,6.0,23.34,48.05,39.1,25.0,0,0.0,0,1,0,Major Studio,Other,0,0,0,397.84
Hansel & Gretel: Witch Hunters,2013,1,January,50.0,224.8,217.04,91.8,20.0,1,0.0,1,1,0,Major Studio,Action,1,0,0,1.98
Madagascar,2005,5,May,75.0,532.68,427.12,97.7,0.0,1,0.0,1,1,0,Major Studio,Animation,0,0,0,383.07
Now You See Me 2,2016,6,June,90.0,334.9,390.41,98.0,0.0,1,0.0,1,0,0,Mid-size Studio,Action,0,0,0,195.11
Mission: Impossible - Rogue Nation,2015,7,July,150.0,682.33,560.19,98.1,0.0,1,0.0,1,1,0,Major Studio,Action,0,0,0,118.73
Aliens,1986,7,July,18.5,183.32,221.21,93.6,15.0,1,0.0,1,1,0,Major Studio,Action,0,0,0,950.04
Cast Away,2000,12,December,90.0,429.63,457.19,98.1,25.0,1,0.0,1,1,0,Major Studio,Other,0,0,0,263.42
Indiana Jones and the Last Crusade,1989,5,May,48.0,474.17,467.77,96.7,0.0,1,0.0,1,1,0,Major Studio,Action,0,0,0,333.59
The Sixth Sense,1999,8,August,40.0,672.81,252.83,94.6,25.0,1,0.0,1,0,0,Mid-size Studio,Other,0,0,0,222.44
Kung Fu Panda,2008,6,June,130.0,631.74,594.11,97.9,0.0,1,0.0,1,1,0,Major Studio,Animation,1,0,0,97.57
The Secret Life of Walter Mitty,2013,12,December,90.0,188.13,314.99,98.2,25.0,1,0.0,1,1,0,Major Studio,Comedy,0,0,0,101.91
Transformers: Revenge of the Fallen,2009,6,June,150.0,836.3,530.4,97.8,0.0,1,0.0,1,1,0,Major Studio,Action,1,0,1,454.2
GoodFellas,1990,9,September,25.0,46.84,66.39,49.6,45.0,0,0.0,0,0,0,Mid-size Studio,Other,0,0,0,119.36
Snow White and the Huntsman,2012,5,May,170.0,396.6,470.63,98.1,25.0,1,0.0,1,1,0,Major Studio,Other,0,0,0,51.75
Men in Black II,2002,7,July,140.0,441.82,572.66,98.2,0.0,1,0.0,1,1,0,Major Studio,Action,0,0,0,291.77
How to Train Your Dragon 2,2014,6,June,145.0,609.12,711.15,97.4,0.0,1,0.0,1,1,0,Major Studio,Action,0,0,0,51.75
The Matrix Revolutions,2003,11,November,150.0,424.99,481.55,98.3,0.0,1,0.0,1,1,0,Major Studio,Action,0,0,0,297.41
Transformers: Age of Extinction,2014,6,June,210.0,1091.41,692.09,98.2,0.0,1,0.0,1,1,0,Major Studio,Action,0,0,1,431.01
The Conjuring,2013,7,July,13.0,318.0,153.0,94.3,15.0,1,0.0,1,1,0,Major Studio,Other,0,0,0,408.86
The Devil Wears Prada,2006,6,June,35.0,326.55,256.08,97.3,25.0,1,0.0,1,1,0,Major Studio,Comedy,0,0,0,121.94
Gran Torino,2008,12,December,33.0,269.96,233.6,93.9,25.0,1,0.0,1,1,0,Major Studio,Other,0,0,0,118.01
Prisoners,2013,9,September,46.0,122.13,143.45,90.1,45.0,1,0.0,1,0,0,Mid-size Studio,Other,0,0,0,45.56
The Lego Movie,2014,2,February,60.0,469.16,382.53,96.6,0.0,1,0.0,1,1,0,Major Studio,Animation,1,1,0,211.01
The Notebook,2004,6,June,29.0,115.6,182.45,96.5,25.0,1,0.0,1,1,0,Major Studio,Other,0,0,0,131.58
Chappie,2015,3,March,49.0,104.4,189.2,96.0,0.0,1,0.0,1,1,0,Major Studio,Action,0,0,0,248.48
Into the Wild,2007,9,September,15.0,56.26,75.35,72.7,60.0,1,0.0,1,0,0,Mid-size Studio,Other,0,0,0,29.4
Pan's Labyrinth,2006,5,May,19.0,83.26,119.66,94.2,40.0,1,0.0,1,0,0,Mid-size Studio,Other,0,0,0,205.58
Maze Runner: The Scorch Trials,2015,9,September,61.0,311.26,268.65,95.5,20.0,1,0.0,1,1,0,Major Studio,Action,0,0,0,348.32
G.I. Joe: Retaliation,2013,3,March,130.0,371.88,383.07,98.1,0.0,1,0.0,1,1,0,Major Studio,Action,0,0,0,185.86
The Incredible Hulk,2008,6,June,150.0,163.71,275.01,98.3,0.0,1,0.0,1,1,0,Major Studio,Action,0,1,0,106.08
American History X,1998,10,October,20.0,23.88,47.11,54.7,40.0,0,0.0,1,1,0,Major Studio,Other,0,0,0,0.0
Bruce Almighty,2003,5,May,80.0,484.57,458.83,98.3,0.0,1,0.0,1,1,0,Major Studio,Comedy,0,0,0,140.77
A Beautiful Mind,2001,12,December,60.0,313.54,276.91,97.8,25.0,1,0.0,1,1,0,Major Studio,Other,0,0,0,256.38
No Country for Old Men,2007,11,November,25.0,171.6,111.89,90.0,25.0,1,0.0,1,0,0,Mid-size Studio,Other,0,0,0,97.75
2001: A Space Odyssey,1968,4,April,10.5,68.7,60.0,79.8,15.0,1,0.0,1,0,0,Mid-size Studio,Other,0,0,0,48.96
Jack Reacher,2012,12,December,60.0,218.34,217.68,97.4,25.0,1,0.0,1,1,0,Major Studio,Other,0,0,0,350.73
Shrek 2,2004,5,May,150.0,919.84,645.39,98.5,0.0,1,0.0,1,1,0,Major Studio,Animation,0,0,0,421.76
Olympus Has Fallen,2013,3,March,70.0,161.03,207.82,97.5,0.0,1,0.0,1,0,0,Mid-size Studio,Action,0,0,0,88.43
Cloud Atlas,2012,10,October,102.0,130.48,243.44,97.5,25.0,1,0.0,1,0,0,Mid-size Studio,Other,1,0,0,50.56
We're the Millers,2013,8,August,37.0,269.99,242.44,96.4,0.0,1,0.0,1,1,0,Major Studio,Comedy,0,0,0,192.35
San Andreas,2015,5,May,110.0,470.49,419.47,98.3,25.0,1,0.0,1,1,0,Major Studio,Action,0,0,0,234.09
The Perks of Being a Wallflower,2012,9,September,13.0,33.4,78.66,66.3,60.0,0,0.0,1,0,0,Mid-size Studio,Other,0,0,0,51.75
Mr. & Mrs. Smith,2005,6,June,110.0,478.21,372.54,98.3,25.0,1,0.0,1,0,0,Mid-size Studio,Action,0,0,0,143.99
Quantum of Solace,2008,10,October,200.0,586.09,568.61,97.9,0.0,1,0.0,1,0,0,Mid-size Studio,Action,0,0,0,137.17
Hancock,2008,7,July,150.0,624.03,486.13,98.4,0.0,1,0.0,1,1,0,Major Studio,Action,1,1,0,125.96
The Equalizer,2014,9,September,55.0,192.33,155.78,93.5,20.0,1,0.0,1,1,0,Major Studio,Action,0,0,0,83.95
Ice Age: The Meltdown,2006,3,March,80.0,660.94,646.01,98.1,0.0,1,0.0,1,1,0,Major Studio,Animation,0,0,0,623.84
Scarface,1983,12,December,25.0,65.88,113.03,71.1,25.0,1,0.0,1,1,0,Major Studio,Action,0,0,0,77.76
The Expendables,2010,8,August,80.0,274.47,367.95,97.2,0.0,1,0.0,1,0,0,Mid-size Studio,Action,1,0,0,155.72
The Big Lebowski,1998,3,March,15.0,46.19,107.91,81.0,15.0,0,0.0,1,0,0,Mid-size Studio,Comedy,0,0,0,113.43
One Flew Over the Cuckoo's Nest,1975,11,November,3.0,108.98,81.85,51.3,25.0,1,0.0,1,1,0,Major Studio,Other,0,0,0,49.7
Snatch,2000,9,September,10.0,83.56,66.67,72.2,35.0,1,0.0,1,0,0,Mid-size Studio,Other,0,0,0,166.17
(500) Days of Summer,2009,7,July,7.5,60.72,81.93,86.2,25.0,1,0.0,1,0,0,Mid-size Studio,Comedy,0,0,0,728.97
Back to the Future Part III,1990,5,May,40.0,244.53,349.13,97.0,0.0,1,0.0,1,1,0,Major Studio,Comedy,0,0,0,278.84
The Expendables 2,2012,8,August,100.0,312.57,329.95,98.0,0.0,1,0.0,1,0,0,Mid-size Studio,Action,0,0,0,128.09
The Jungle Book,2016,4,April,175.0,966.55,449.31,98.0,25.0,1,0.0,1,1,0,Major Studio,Other,0,0,0,290.46
The Bourne Ultimatum,2007,8,August,70.0,442.82,238.43,98.1,25.0,1,0.0,1,1,0,Major Studio,Action,0,0,0,161.82
Dallas Buyers Club,2013,9,September,5.0,55.2,59.31,69.1,45.0,1,0.0,1,1,0,Major Studio,Other,0,0,0,39.96
Night at the Museum,2006,10,October,110.0,574.48,462.15,98.5,0.0,1,0.0,1,1,0,Major Studio,Action,1,0,0,182.68
Snowpiercer,2013,8,August,39.2,86.76,113.76,89.8,25.0,1,0.0,1,0,0,Mid-size Studio,Action,0,1,0,51.75
Tomorrowland,2015,5,May,190.0,209.15,411.86,98.3,0.0,1,0.0,1,1,0,Major Studio,Other,0,0,1,449.77
TRON: Legacy,2010,12,December,170.0,400.06,431.79,97.6,0.0,1,0.0,1,1,0,Major Studio,Action,0,0,0,286.17
Slumdog Millionaire,2008,5,May,15.0,377.91,174.67,92.5,40.0,1,0.0,1,1,0,Major Studio,Other,1,0,0,52.81
The Bourne Supremacy,2004,7,July,75.0,288.5,320.43,98.3,25.0,1,0.0,1,1,0,Major Studio,Action,0,0,0,187.54
Good Will Hunting,1997,12,December,10.0,225.93,102.27,80.8,40.0,1,0.0,1,0,0,Mid-size Studio,Other,0,0,0,41.01
Watchmen,2009,3,March,130.0,185.26,310.87,98.1,0.0,1,0.0,1,1,0,Major Studio,Action,0,1,0,381.82
RED,2010,10,October,58.0,71.66,202.1,97.2,0.0,1,0.0,1,1,0,Major Studio,Action,0,0,0,172.15
American Hustle,2013,12,December,40.0,251.17,182.78,95.7,25.0,1,0.0,1,1,0,Major Studio,Other,0,0,0,104.64
Indiana Jones and the Temple of Doom,1984,5,May,28.0,333.0,322.01,96.0,0.0,1,0.0,1,1,0,Major Studio,Action,0,0,0,339.02
Jupiter Ascending,2015,2,February,176.0,183.99,295.61,97.7,0.0,1,0.0,1,1,0,Major Studio,Action,0,0,0,345.61
Troy,2004,5,May,175.0,497.41,392.34,98.4,25.0,1,0.0,1,1,0,Major Studio,Other,0,0,0,186.27
Room,2015,10,October,6.0,35.4,32.26,32.7,25.0,0,0.0,0,0,0,Mid-size Studio,Other,0,0,0,51.75
Taken 2,2012,9,September,45.0,376.14,192.44,94.2,20.0,1,0.0,1,1,0,Major Studio,Action,0,0,0,193.37
The King's Speech,2010,9,September,15.0,414.21,162.25,90.0,60.0,1,0.0,1,0,0,Mid-size Studio,Other,0,0,0,441.81
Neighbors,2014,5,May,18.0,268.16,175.12,95.8,15.0,1,0.0,1,1,0,Major Studio,Comedy,0,0,0,89.47
Dead Poets Society,1989,6,June,16.4,235.86,193.5,86.8,40.0,1,0.0,1,0,0,Mid-size Studio,Other,0,0,0,181.61
The Da Vinci Code,2006,5,May,125.0,767.82,418.01,98.4,0.0,1,0.0,1,1,0,Major Studio,Other,0,0,0,210.96
Source Code,2011,3,March,32.0,147.33,132.99,95.2,0.0,1,0.0,1,0,0,Mid-size Studio,Other,0,0,0,221.72
Real Steel,2011,9,September,110.0,299.27,237.55,97.9,45.0,1,0.0,1,1,0,Major Studio,Action,0,0,0,213.26
Sin City,2005,4,April,40.0,158.73,132.27,91.7,0.0,1,0.0,1,0,0,Mid-size Studio,Action,0,1,0,63.41
Spotlight,2015,11,November,20.0,88.35,87.93,80.2,40.0,1,0.0,1,1,0,Major Studio,Other,0,0,0,8.68
Ice Age: Continental Drift,2012,6,June,95.0,877.24,513.69,97.8,0.0,1,0.0,1,1,0,Major Studio,Animation,0,0,0,246.23
Trainspotting,1996,2,February,4.0,16.49,19.43,28.4,25.0,0,0.0,0,0,0,Mid-size Studio,Other,0,0,0,104.44
Warm Bodies,2013,1,January,35.0,116.98,90.26,89.7,20.0,1,0.0,1,0,0,Mid-size Studio,Comedy,0,0,0,21.04
The Bourne Legacy,2012,8,August,130.0,276.57,403.55,97.9,0.0,1,0.0,1,1,0,Major Studio,Action,0,0,0,76.5
Teenage Mutant Ninja Turtles,2014,8,August,125.0,477.2,414.1,98.2,0.0,1,0.0,1,1,0,Major Studio,Action,0,1,0,251.73
Mission: Impossible,1996,5,May,80.0,457.7,420.59,98.0,0.0,1,0.0,1,1,0,Major Studio,Action,0,0,0,42.14
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2005,12,December,180.0,748.81,503.1,98.2,0.0,1,0.0,1,0,0,Mid-size Studio,Other,1,0,0,464.51
Minority Report,2002,6,June,102.0,358.37,394.07,98.3,0.0,1,0.0,1,1,0,Major Studio,Action,0,0,0,338.04
The Big Short,2015,12,December,28.0,133.35,165.23,96.3,25.0,1,0.0,1,1,0,Major Studio,Comedy,0,0,0,145.15
127 Hours,2010,11,November,18.0,35.69,140.02,93.0,40.0,0,0.0,1,1,0,Major Studio,Other,0,0,0,101.7
Jack the Giant Slayer,2013,2,February,195.0,197.69,420.78,97.9,0.0,1,0.0,1,1,0,Major Studio,Action,0,0,0,372.94
Fantastic 4: Rise of the Silver Surfer,2007,6,June,130.0,289.05,436.13,98.3,0.0,1,0.0,1,1,0,Major Studio,Action,1,1,0,104.17
Bridge of Spies,2015,10,October,40.0,165.48,237.08,95.1,25.0,1,0.0,1,1,0,Major Studio,Other,0,0,0,345.46
Star Trek Beyond,2016,7,July,185.0,343.47,388.42,98.1,0.0,1,0.0,1,1,0,Major Studio,Action,0,0,0,392.3
Hotel Transylvania,2012,9,September,85.0,358.38,416.75,97.2,20.0,1,0.0,1,1,0,Major Studio,Animation,1,0,0,473.23
Me Before You,2016,6,June,20.0,207.95,159.67,90.3,40.0,1,0.0,1,1,0,Major Studio,Other,0,0,0,51.75
The Twilight Saga: Breaking Dawn - Part 2,2012,11,November,120.0,829.0,517.01,98.1,25.0,1,0.0,1,0,0,Mid-size Studio,Other,0,0,0,56.65
Focus,2015,2,February,50.1,153.96,185.12,95.0,25.0,1,0.0,1,0,0,Mid-size Studio,Comedy,0,0,0,76.75
Jaws,1975,6,June,7.0,470.65,269.48,88.7,0.0,1,0.0,1,1,0,Major Studio,Other,0,0,0,333.72
Taxi Driver,1976,2,February,1.3,28.26,15.8,22.5,25.0,0,0.0,0,0,0,Mid-size Studio,Other,0,0,0,120.52
After Earth,2013,5,May,130.0,243.84,281.99,98.0,0.0,1,0.0,1,1,0,Major Studio,Action,0,0,0,276.06
Wanted,2008,6,June,75.0,258.27,283.62,97.9,0.0,1,0.0,1,1,0,Major Studio,Action,0,0,0,79.44
The Pursuit of Happyness,2006,12,December,55.0,307.08,260.31,96.2,25.0,1,0.0,1,0,0,Mid-size Studio,Other,0,0,0,168.17
Pixels,2015,7,July,88.0,243.64,338.49,98.0,0.0,1,0.0,1,1,0,Major Studio,Action,0,0,0,435.25
Underworld,2003,9,September,22.0,95.71,121.83,92.0,35.0,1,0.0,1,0,0,Mid-size Studio,Action,0,0,0,247.44
Indiana Jones and the Kingdom of the Crystal Skull,2008,5,May,185.0,786.64,601.67,98.5,0.0,1,0.0,1,1,0,Major Studio,Action,0,0,0,321.57
Independence Day: Resurgence,2016,6,June,165.0,389.68,327.26,98.2,0.0,1,0.0,1,1,0,Major Studio,Action,0,0,0,366.73
The Lost World: Jurassic Park,1997,5,May,73.0,229.07,374.73,96.7,0.0,1,0.0,1,1,0,Major Studio,Action,0,0,0,343.01
Green Lantern,2011,6,June,200.0,219.85,396.63,98.5,0.0,1,0.0,1,1,0,Major Studio,Action,0,1,0,272.42
Armageddon,1998,7,July,140.0,553.8,500.89,98.0,0.0,1,0.0,1,0,0,Mid-size Studio,Action,1,0,0,479.88
The Mask,1994,7,July,23.0,351.58,250.16,96.1,15.0,1,0.0,1,1,0,Major Studio,Comedy,0,0,0,150.81
10 Cloverfield Lane,2016,3,March,15.0,108.29,83.34,92.1,40.0,1,0.0,1,1,0,Major Studio,Other,0,0,0,51.75
Terminator Salvation,2009,5,May,200.0,371.35,424.76,98.4,0.0,1,0.0,1,1,0,Major Studio,Action,0,0,0,155.28
Ted 2,2015,6,June,68.0,217.02,285.57,97.3,0.0,1,0.0,1,1,0,Major Studio,Comedy,1,0,0,549.37
Captain Phillips,2013,10,October,55.0,95.0,201.61,96.5,25.0,1,0.0,1,1,0,Major Studio,Action,0,0,0,219.79
Requiem for a Dream,2000,10,October,4.5,7.39,27.0,30.1,25.0,0,0.0,0,0,0,Mid-size Studio,Other,0,0,0,150.73
"Crazy, Stupid, Love.",2011,7,July,50.0,142.85,214.19,97.0,25.0,1,0.0,1,1,0,Major Studio,Comedy,0,0,0,82.31
Million Dollar Baby,2004,12,December,30.0,216.76,207.27,94.5,25.0,1,0.0,1,1,0,Major Studio,Other,0,0,0,120.81
Fast Five,2011,4,April,125.0,626.14,340.9,97.4,0.0,1,0.0,1,1,0,Major Studio,Action,1,0,1,250.97
The Twilight Saga: New Moon,2009,3,March,50.0,709.83,358.68,97.3,25.0,1,0.0,1,0,0,Mid-size Studio,Other,0,0,0,184.62
Super 8,2011,6,June,50.0,260.1,178.77,96.1,0.0,1,0.0,1,1,0,Major Studio,Other,1,0,0,416.97
The Girl with the Dragon Tattoo,2011,12,December,90.0,232.62,304.21,98.0,25.0,1,0.0,1,1,0,Major Studio,Other,0,0,0,211.86
The Legend of Tarzan,2016,6,June,180.0,356.74,456.27,97.8,0.0,1,0.0,1,1,0,Major Studio,Action,0,0,0,936.09
The Purge,2013,5,May,3.0,89.33,50.14,81.9,0.0,1,0.0,1,1,0,Major Studio,Other,0,0,0,113.69
Shaun of the Dead,2004,4,April,4.0,30.04,46.53,43.1,0.0,0,0.0,0,1,0,Major Studio,Comedy,0,0,0,58.11
Sicario,2015,9,September,30.0,84.03,68.42,81.3,45.0,1,0.0,1,0,0,Mid-size Studio,Action,0,0,0,64.62
Flight,2012,11,November,31.0,161.77,151.17,96.9,25.0,1,0.0,1,1,0,Major Studio,Other,0,0,0,285.74
Home Alone,1990,11,November,18.0,476.68,320.96,93.9,15.0,1,0.0,1,1,0,Major Studio,Comedy,0,0,0,406.12
The Croods,2013,3,March,135.0,585.18,562.7,98.1,0.0,1,0.0,1,1,0,Major Studio,Animation,1,0,0,320.33
300: Rise of an Empire,2014,3,March,110.0,337.58,362.72,97.6,0.0,1,0.0,1,1,0,Major Studio,Action,1,0,0,51.75
Home Alone 2: Lost in New York,1992,11,November,18.0,358.99,376.17,94.1,15.0,1,0.0,1,1,0,Major Studio,Comedy,0,0,0,420.83
The Day After Tomorrow,2004,5,May,125.0,544.27,425.85,98.2,0.0,1,0.0,1,1,0,Major Studio,Action,0,0,0,344.65
Dracula Untold,2014,10,October,70.0,215.53,235.98,96.6,25.0,1,0.0,1,1,0,Major Studio,Action,0,0,0,51.75
Cinderella,2015,3,March,95.0,543.51,428.55,98.1,25.0,1,0.0,1,1,0,Major Studio,Other,0,0,0,249.94
This Is the End,2013,6,June,32.0,126.04,116.15,93.1,0.0,1,0.0,1,1,0,Major Studio,Action,0,0,0,12.34
Noah,2014,3,March,125.0,362.64,287.78,98.1,25.0,1,0.0,1,1,0,Major Studio,Other,0,0,0,79.68
RoboCop,2014,1,January,120.0,242.69,222.71,95.6,20.0,1,0.0,1,1,0,Major Studio,Action,0,0,0,51.75
Jason Bourne,2016,7,July,120.0,415.48,348.46,98.0,0.0,1,0.0,1,0,0,Mid-size Studio,Action,0,0,0,166.38
King Kong,2005,12,December,207.0,550.0,524.32,98.0,25.0,1,0.0,1,1,0,Major Studio,Action,0,0,0,743.58
War of the Worlds,2005,6,June,132.0,591.74,455.11,98.3,0.0,1,0.0,1,1,0,Major Studio,Other,0,0,0,329.06
Psycho,1960,6,June,0.81,32.0,16.33,13.2,25.0,0,0.0,0,1,0,Major Studio,Other,0,0,0,8.5
Mean Girls,2004,4,April,17.0,129.04,134.04,95.9,15.0,1,0.0,1,1,0,Major Studio,Comedy,0,0,0,114.74
Dark Shadows,2012,5,May,150.0,245.53,315.48,98.5,0.0,1,0.0,1,1,0,Major Studio,Comedy,0,0,0,237.84
Prince of Persia: The Sands of Time,2010,5,May,150.0,335.15,405.0,98.2,0.0,1,0.0,1,1,0,Major Studio,Action,0,0,0,299.3
The Lone Ranger,2013,7,July,255.0,89.29,306.17,98.2,25.0,1,1.0,1,1,0,Major Studio,Action,0,0,0,514.62
"The Good, the Bad and the Ugly",1966,12,December,1.2,6.0,8.54,17.3,25.0,0,0.0,0,0,0,Mid-size Studio,Other,0,0,0,9.91
The Interview,2014,12,December,44.0,12.34,154.91,91.1,0.0,0,1.0,1,1,0,Major Studio,Action,0,0,0,126.04
A Bug's Life,1998,11,November,120.0,363.26,495.72,97.8,0.0,1,0.0,1,1,0,Major Studio,Animation,1,0,0,581.93
Ender's Game,2013,10,October,110.0,125.54,267.48,97.1,0.0,1,0.0,1,0,0,Mid-size Studio,Action,0,0,0,135.9
Groundhog Day,1993,2,February,14.6,70.91,107.67,94.3,40.0,1,0.0,1,1,0,Major Studio,Comedy,0,0,0,80.98
The Twilight Saga: Eclipse,2010,6,June,68.0,698.49,381.09,97.8,25.0,1,0.0,1,0,0,Mid-size Studio,Other,0,0,0,41.26
American Pie,1999,7,July,11.0,235.48,240.9,95.8,15.0,1,0.0,1,1,0,Major Studio,Comedy,0,0,0,303.21
Transcendence,2014,4,April,100.0,103.04,177.07,97.2,25.0,1,0.0,1,0,0,Mid-size Studio,Other,0,0,0,51.75
Blood Diamond,2006,12,December,100.0,170.88,275.19,98.4,25.0,1,0.0,1,1,0,Major Studio,Action,0,0,0,160.76
Shrek the Third,2007,5,May,160.0,798.96,621.28,98.0,0.0,1,0.0,1,1,0,Major Studio,Animation,1,0,0,554.99
Fantastic Four,2015,8,August,120.0,167.98,206.9,97.1,0.0,1,0.0,1,1,0,Major Studio,Action,0,1,0,145.0
Horrible Bosses,2011,7,July,35.0,117.0,143.86,96.0,0.0,1,0.0,1,1,0,Major Studio,Comedy,1,0,0,168.85
Rush,2013,9,September,38.0,90.25,123.36,91.2,45.0,1,0.0,1,0,0,Mid-size Studio,Action,0,0,0,278.71
Ice Age: Dawn of the Dinosaurs,2009,6,June,90.0,886.69,464.12,98.3,0.0,1,0.0,1,1,0,Major Studio,Animation,1,0,0,548.59
Warcraft,2016,5,May,160.0,433.68,288.49,98.0,0.0,1,0.0,1,1,0,Major Studio,Action,0,1,0,78.55
Non-Stop,2014,1,January,50.0,222.81,144.32,92.7,20.0,1,0.0,1,0,0,Mid-size Studio,Action,0,0,0,86.36
The Man from U.N.C.L.E.,2015,8,August,75.0,108.15,245.59,97.9,0.0,1,0.0,1,1,0,Major Studio,Action,0,0,0,162.07
The Simpsons Movie,2007,7,July,75.0,527.07,293.73,96.7,0.0,1,0.0,1,1,0,Major Studio,Animation,1,0,0,51.75
The Cabin in the Woods,2012,4,April,30.0,66.49,101.27,90.3,0.0,1,0.0,1,0,0,Mid-size Studio,Other,0,0,0,51.75
Cloverfield,2008,1,January,25.0,170.76,114.67,92.1,20.0,1,0.0,1,1,0,Major Studio,Action,1,0,0,367.4
Pitch Perfect,2012,9,September,17.0,115.35,94.19,83.0,35.0,1,0.0,1,0,0,Mid-size Studio,Comedy,0,0,0,51.75
Juno,2007,12,December,7.5,231.41,74.33,78.5,25.0,1,0.0,1,0,0,Mid-size Studio,Comedy,0,0,0,57.92
Sausage Party,2016,7,July,19.0,140.75,211.03,95.8,15.0,1,0.0,1,1,0,Major Studio,Animation,0,0,0,564.22
Friends with Benefits,2011,7,July,35.0,150.48,169.48,96.4,0.0,1,0.0,1,0,0,Mid-size Studio,Comedy,1,0,0,104.39
Clash of the Titans,2010,4,April,125.0,232.71,322.41,98.2,0.0,1,0.0,1,1,0,Major Studio,Action,0,0,0,92.28
Hellboy,2004,4,April,66.0,99.32,179.54,97.9,0.0,1,0.0,1,0,0,Mid-size Studio,Action,1,1,0,201.56
Kick-Ass 2,2013,7,July,28.0,60.7,97.63,93.6,0.0,1,0.0,1,1,0,Major Studio,Action,1,1,0,25.84
Easy A,2010,9,September,8.0,74.95,69.2,85.6,20.0,1,0.0,1,0,0,Mid-size Studio,Comedy,0,0,0,142.15
The Mummy Returns,2001,4,April,98.0,433.01,299.68,98.3,0.0,1,0.0,1,1,0,Major Studio,Action,0,0,0,156.84
Taken 3,2014,12,December,48.0,325.77,173.42,95.2,0.0,1,0.0,1,1,0,Major Studio,Action,0,0,0,218.55
Hot Fuzz,2007,2,February,12.0,80.57,106.99,88.9,15.0,1,0.0,1,1,0,Major Studio,Action,0,0,0,41.26
Lara Croft: Tomb Raider,2001,6,June,115.0,274.7,322.11,98.3,0.0,1,0.0,1,1,0,Major Studio,Action,0,0,0,134.41
Saw,2004,10,October,1.2,103.91,42.22,69.1,0.0,1,0.0,1,0,0,Mid-size Studio,Other,0,0,0,451.68
Nerve,2016,7,July,20.0,83.71,96.81,89.2,15.0,1,0.0,1,0,0,Mid-size Studio,Other,0,0,0,174.26
Rio,2011,4,April,90.0,484.64,365.38,98.2,0.0,1,0.0,1,1,0,Major Studio,Animation,1,0,0,682.61
The Book of Eli,2010,1,January,80.0,157.11,150.56,95.3,20.0,1,0.0,1,0,0,Mid-size Studio,Action,0,0,0,51.23
Terminator 3: Rise of the Machines,2003,7,July,200.0,435.0,330.34,98.1,0.0,1,0.0,1,1,0,Major Studio,Action,0,0,0,100.09
Ghostbusters,2016,7,July,144.0,229.15,283.17,97.8,0.0,1,0.0,1,1,0,Major Studio,Action,0,0,0,223.53
Hugo,2011,11,November,170.0,185.77,306.28,98.0,25.0,1,0.0,1,1,0,Major Studio,Other,0,0,0,110.68
Angels & Demons,2009,5,May,150.0,356.61,341.96,98.2,0.0,1,0.0,1,1,0,Major Studio,Other,0,0,0,252.08
Scott Pilgrim vs. the World,2010,7,July,60.0,47.66,194.69,97.4,0.0,0,1.0,1,1,0,Major Studio,Action,1,0,0,52.23
Ocean's Twelve,2004,12,December,110.0,362.74,343.05,98.2,0.0,1,0.0,1,1,0,Major Studio,Other,0,0,0,134.78
John Carter,2012,3,March,260.0,284.14,337.36,98.2,0.0,1,0.0,1,1,0,Major Studio,Action,0,0,0,608.3
Battleship,2012,4,April,209.0,303.03,353.41,98.4,0.0,1,0.0,1,1,0,Major Studio,Action,1,0,0,190.16
