budget,homepage,id,original_language,original_title,overview,popularity,release_date,revenue,runtime,status,tagline,title,vote_average,vote_count,genres_list,keywords_list,studios_list,actor_1,actor_2,actor_3,director,has_tagline,release_year,release_month
215000000.0,http://www.theamazingspiderman.com,1930,en,The Amazing Spider-Man,"Peter Parker is an outcast high schooler abandoned by his parents as a boy, leaving him to be raised by his Uncle Ben and Aunt May. Like most teenagers, Peter is trying to figure out who he is and how he got to be the person he is today. As Peter discovers a mysterious briefcase that belonged to his father, he begins a quest to understand his parents' disappearance – leading him directly to Oscorp and the lab of Dr. Curt Connors, his father's former partner. As Spider-Man is set on a collision course with Connors' alter ego, The Lizard, Peter will make life-altering choices to use his powers and shape his destiny to become a hero.",89.866276,2012-06-27,752215857.0,136.0,Released,The untold story begins.,The Amazing Spider-Man,6.5,6586,Action|Adventure|Fantasy,loss of father|vigilante|serum|marvel comic|scientific experiment|spider bite|masked vigilante|reboot|super powers|genetic engineering|social outcast|duringcreditsstinger,Columbia Pictures|Laura Ziskin Productions|Marvel Entertainment,Andrew Garfield,Emma Stone,Rhys Ifans,Marc Webb,1,2012,6
100000000.0,http://www.thewolfofwallstreet.com/,106646,en,The Wolf of Wall Street,"A New York stockbroker refuses to cooperate in a large securities fraud case involving corruption on Wall Street, corporate banking world and mob infiltration. Based on Jordan Belfort's autobiography.",95.007934,2013-12-25,392000694.0,180.0,Released,EARN. SPEND. PARTY.,The Wolf of Wall Street,7.9,6571,Crime|Drama|Comedy,corruption|sex|sexuality|bank|humor|biography|wall street|marriage crisis|rise and fall|stockbroker|drug|stock broker,Paramount Pictures|Appian Way|EMJAG Productions|Red Granite Pictures|Sikelia Productions,Leonardo DiCaprio,Jonah Hill,Margot Robbie,Martin Scorsese,1,2013,12
175000000.0,http://movies.disney.com/inside-out,150540,en,Inside Out,"Growing up can be a bumpy road, and it's no exception for Riley, who is uprooted from her Midwest life when her father starts a new job in San Francisco. Like all of us, Riley is guided by her emotions - Joy, Fear, Anger, Disgust and Sadness. The emotions live in Headquarters, the control center inside Riley's mind, where they help advise her through everyday life. As Riley and her emotions struggle to adjust to a new life in San Francisco, turmoil ensues in Headquarters. Although Joy, Riley's main and most important emotion, tries to keep things positive, the emotions conflict on how best to navigate a new city, house and school.",128.655964,2015-06-09,857611174.0,94.0,Released,Meet the little voices inside your head.,Inside Out,8.0,6560,Drama|Comedy|Animation|Family,dream|cartoon|imaginary friend|animation|family|moving|kids|unicorn|duringcreditsstinger|3d|emotions,Walt Disney Pictures|Pixar Animation Studios,Amy Poehler,Phyllis Smith,Richard Kind,Pete Docter,1,2015,6
150000000.0,http://thor.marvel.com/,10195,en,Thor,"Against his father Odin's will, The Mighty Thor - a powerful but arrogant warrior god - recklessly reignites an ancient war. Thor is cast down to Earth and forced to live among humans as punishment. Once here, Thor learns what it takes to be a true hero when the most dangerous villain of his world sends the darkest forces of Asgard to invade Earth.",86.493424,2011-04-21,449326618.0,115.0,Released,Two worlds. One hero.,Thor,6.6,6525,Adventure|Fantasy|Action,new mexico|banishment|shield|marvel comic|hammer|superhero|based on comic book|redemption|norse mythology|aftercreditsstinger|marvel cinematic universe|3d|asgard|odin|heimdall,Marvel Studios,Chris Hemsworth,Natalie Portman,Tom Hiddleston,Kenneth Branagh,1,2011,4
130000000.0,http://www.thehungergames.movie/,101299,en,The Hunger Games: Catching Fire,"Katniss Everdeen has returned home safe after winning the 74th Annual Hunger Games along with fellow tribute Peeta Mellark. Winning means that they must turn around and leave their family and close friends, embarking on a ""Victor's Tour"" of the districts. Along the way Katniss senses that a rebellion is simmering, but the Capitol is still very much in control as President Snow prepares the 75th Annual Hunger Games (The Quarter Quell) - a competition that could change Panem forever.",76.310119,2013-11-15,847423452.0,146.0,Released,Every revolution begins with a spark.,The Hunger Games: Catching Fire,7.4,6495,Adventure|Action|Science Fiction,competition|based on novel|mentor|secret|factory|television|propaganda|future|dystopia|alliance|games|president|uprising|sequel|murder|survival|conspiracy|rebellion|blood|female protagonist|tournament|explosion|danger|imax|winner|based on young adult novel,Lionsgate|Color Force,Jennifer Lawrence,Josh Hutcherson,Liam Hemsworth,Francis Lawrence,1,2013,11
69000000.0,http://www.despicable.me/,20352,en,Despicable Me,"Villainous Gru lives up to his reputation as a despicable, deplorable and downright unlikable guy when he hatches a plan to steal the moon from the sky. But he has a tough time staying on task after three orphans land in his care.",113.858273,2010-07-08,543513985.0,95.0,Released,Superbad. Superdad.,Despicable Me,7.1,6478,Animation|Family,adoptive father|orphanage|life's dream|rivalry|stealing|ballet|little girl|orphan|father daughter relationship|tomboy|mother son relationship|intelligent|kids|evil doctor|duringcreditsstinger|minions|supervillain|3d|despicable|cattivissimo,Universal Pictures|Illumination Entertainment,Steve Carell,Jason Segel,Russell Brand,Pierre Coffin,1,2010,7
70000000.0,http://www.inglouriousbasterds-movie.com/,16869,en,Inglourious Basterds,"In Nazi-occupied France during World War II, a group of Jewish-American soldiers known as ""The Basterds"" are chosen specifically to spread fear throughout the Third Reich by scalping and brutally killing Nazis. The Basterds, lead by Lt. Aldo Raine soon cross paths with a French-Jewish teenage girl who runs a movie theater in Paris which is targeted by the soldiers.",72.595961,2009-08-18,319131050.0,153.0,Released,Once upon a time in Nazi occupied France...,Inglourious Basterds,7.9,6430,Drama|Action|Thriller|War,paris|guerrilla|cinema|self sacrifice|dynamite|mexican standoff|world war ii|jew persecution|jew|nazis|masochism|sadism|scalp|winston churchill|knife in hand|anti semitism|gore|swastika|blood bath|german occupation of france|violence|gun violence,Universal Pictures|A Band Apart|The Weinstein Company|Zehnte Babelsberg|Visiona Romantica,Brad Pitt,Mélanie Laurent,Christoph Waltz,Quentin Tarantino,1,2009,8
135000000.0,http://www.foxmovies.com/movies/the-revenant,281957,en,The Revenant,"In the 1820s, a frontiersman, Hugh Glass, sets out on a path of vengeance against those who left him for dead after a bear mauling.",100.635882,2015-12-25,532950503.0,156.0,Released,"(n. One who has returned, as if from the dead.)",The Revenant,7.3,6396,Western|Drama|Adventure|Thriller,father son relationship|rape|based on novel|mountains|winter|grizzly bear|wilderness|frontier|revenge|murder|native american|survival|bear|snow|violence|animal death|bear attack|death of son|based on true events|fur trapper,Regency Enterprises|Appian Way|CatchPlay|Anonymous Content|New Regency Pictures|Hong Kong Alpha Motion Pictures Co.|RatPac Entertainment|M Productions|Monarchy Enterprises S.a.r.l.,Leonardo DiCaprio,Tom Hardy,Will Poulter,Alejandro González Iñárritu,1,2015,12
225000000.0,http://www.manofsteel.com/,49521,en,Man of Steel,"A young boy learns that he has extraordinary powers and is not of this earth. As a young man, he journeys to discover where he came from and what he was sent here to do. But the hero in him must emerge if he is to save the world from annihilation and become the symbol of hope for all mankind.",99.398009,2013-06-12,662845518.0,143.0,Released,You will believe that a man can fly.,Man of Steel,6.5,6359,Action|Adventure|Fantasy|Science Fiction,saving the world|dc comics|superhero|based on comic book|superhuman|alien invasion|reboot|super powers|dc extended universe,Legendary Pictures|Warner Bros.|DC Entertainment|Syncopy|Cruel and Unusual Films,Henry Cavill,Amy Adams,Michael Shannon,Zack Snyder,1,2013,6
80000000.0,http://www.shutterisland.com/,11324,en,Shutter Island,"World War II soldier-turned-U.S. Marshal Teddy Daniels investigates the disappearance of a patient from a hospital for the criminally insane, but his efforts are compromised by his troubling visions and also by a mysterious doctor.",81.914696,2010-02-18,294804195.0,138.0,Released,Someone is missing.,Shutter Island,7.8,6336,Drama|Thriller|Mystery,based on novel|island|hurricane|investigation|psychiatric hospital|u.s. marshal|conspiracy theory|1950s,Paramount Pictures|Appian Way|Phoenix Pictures|Sikelia Productions,Leonardo DiCaprio,Mark Ruffalo,Ben Kingsley,Martin Scorsese,1,2010,2
180000000.0,http://disney.go.com/disneypictures/wall-e/,10681,en,WALL·E,"WALL·E is the last robot left on an Earth that has been overrun with garbage and all humans have fled to outer space. For 700 years he has continued to try and clean up the mess, but has developed some rather interesting human-like qualities. When a ship arrives with a sleek new type of robot, WALL·E thinks he's finally found a friend and stows away on the ship when it leaves.",66.390712,2008-06-22,521311860.0,98.0,Released,An adventure beyond the ordinar-E.,WALL·E,7.8,6296,Animation|Family,romantic comedy,Walt Disney Pictures|Pixar Animation Studios|FortyFour Studios,Ben Burtt,Elissa Knight,Jeff Garlin,Andrew Stanton,1,2008,6
35000000.0,http://hangoverpart2.warnerbros.com/dvd/,18785,en,The Hangover,"When three friends finally come to after a raucous night of bachelor-party revelry, they find a baby in the closet and a tiger in the bathroom. But they can't seem to locate their best friend, Doug – who's supposed to be tying the knot. Launching a frantic search for Doug, the trio perseveres through a nasty hangover to try to make it to the church on time.",82.21166,2009-06-05,459270619.0,100.0,Released,Some guys just can't handle Vegas.,The Hangover,7.2,6173,Comedy,underwear|tiger|stag night|hangover|lost weekend|bag over head|chapel|hit with tire iron|memory loss|las vegas|duringcreditsstinger|elevator,Legendary Pictures|Green Hat Films|Warner Bros.|IFP Westcoast Erste,Bradley Cooper,Ed Helms,Zach Galifianakis,Todd Phillips,1,2009,6
165000000.0,http://movies.disney.com/big-hero-6,177572,en,Big Hero 6,"The special bond that develops between plus-sized inflatable robot Baymax, and prodigy Hiro Hamada, who team up with a group of friends to form a band of high-tech heroes.",203.73459,2014-10-24,652105443.0,102.0,Released,From the creators of Wreck-it Ralph and Frozen,Big Hero 6,7.8,6135,Adventure|Family|Animation|Action|Comedy,brother brother relationship|hero|talent|revenge|best friend|another dimension|robot|boy genius|hate|aftercreditsstinger|moral dilemma|3d|teen superheroes|dead brother,Walt Disney Pictures|Walt Disney Animation Studios,Scott Adsit,Ryan Potter,Daniel Henney,Chris Williams,1,2014,10
94000000.0,http://movies.disney.com/finding-nemo,12,en,Finding Nemo,"Nemo, an adventurous young clownfish, is unexpectedly taken from his Great Barrier Reef home to a dentist's office aquarium. It's up to his worrisome father Marlin and a friendly but forgetful fish Dory to bring Nemo home -- meeting vegetarian sharks, surfer dude turtles, hypnotic jellyfish, hungry seagulls, and more along the way.",85.688789,2003-05-30,940335536.0,100.0,Released,"There are 3.7 trillion fish in the ocean, they're looking for one.",Finding Nemo,7.6,6122,Animation|Family,father son relationship|harbor|underwater|fish tank|great barrier reef|missing child|aftercreditsstinger|duringcreditsstinger|short term memory loss|clownfish|father son reunion|protective father,Pixar Animation Studios,Albert Brooks,Ellen DeGeneres,Alexander Gould,Andrew Stanton,1,2003,5
19000000.0,http://www.backtothefuture.com/movies/backtothefuture1,105,en,Back to the Future,"Eighties teenager Marty McFly is accidentally sent back in time to 1955, inadvertently disrupting his parents' first meeting and attracting his mother's romantic interest. Marty must repair the damage to history by rekindling his parents' romance and - with the help of his eccentric inventor friend Doc Brown - return to 1985.",76.603233,1985-07-03,381109762.0,116.0,Released,He's the only kid ever to get into trouble before he was born.,Back to the Future,8.0,6079,Adventure|Comedy|Science Fiction|Family,clock tower|car race|terrorist|delorean|lightning|guitar|plutonium|sports car|inventor|journey in the past|time travel|race against time|partner|misfit|mad scientist|fish out of water|teenage love|destiny|hidden identity|odd couple|escapade|disorder|chases and races|love and romance|teenage life|misfit partners|changing the past or future|getting home|inventions and discoveries,Universal Pictures|Amblin Entertainment|U-Drive Productions,Michael J. Fox,Christopher Lloyd,Lea Thompson,Robert Zemeckis,1,1985,7
250000000.0,http://www.x-menmovies.com/,127585,en,X-Men: Days of Future Past,The ultimate X-Men ensemble fights a war for the survival of the species across two time periods as they join forces with their younger selves in an epic battle that must change the past – to save our future.,118.078691,2014-05-15,747862775.0,131.0,Released,"To save the future, they must alter the past",X-Men: Days of Future Past,7.5,6032,Action|Adventure|Fantasy|Science Fiction,1970s|mutant|time travel|marvel comic|based on comic book|superhuman|storm|beast|aftercreditsstinger|changing the past or future,Twentieth Century Fox Film Corporation|Donners' Company|Marvel Entertainment|Bad Hat Harry Productions|TSG Entertainment|Down Productions|Revolution Sun Studios,Hugh Jackman,James McAvoy,Michael Fassbender,Bryan Singer,1,2014,5
115000000.0,http://movies.disney.com/monsters-inc,585,en,"Monsters, Inc.","James Sullivan and Mike Wazowski are monsters, they earn their living scaring children and are the best in the business... even though they're more afraid of the children than they are of them. When a child accidentally enters their world, James and Mike suddenly find that kids are not to be afraid of and they uncover a conspiracy that could threaten all children across the world.",106.815545,2001-11-01,562816256.0,92.0,Released,We Scare Because We Care.,"Monsters, Inc.",7.5,5996,Animation|Comedy|Family,monster|infant|energy supply|company|rivalry|hijinks|best friend|scream|conveyor belt|energy company|friend,Walt Disney Pictures|Pixar Animation Studios,John Goodman,Billy Crystal,Mary Gibbs,Pete Docter,1,2001,11
